def arb, 10
load	2e-005,      -0.00023239
load	4e-005,      0.000162241
load	6e-005,      0.000132683
load	8e-005,      0.000133196
load	0.0001,      0.000130678
load	0.00012,     0.000123751
load	0.00014,     0.000111183
load	0.00016,     9.4922e-005
load	0.00018,    7.6055e-005
load	0.0002,      5.729e-005
